cat,name,price,rating
Nonfiction,A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53 £,Three star(s)
Nonfiction,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57 £,Two star(s)
Nonfiction,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92 £,Two star(s)
Nonfiction,"Zero to One: Notes on Startups, or How to Build the Future",34.06 £,Three star(s)
Nonfiction,Why Not Me?,17.76 £,One star(s)
Nonfiction,When Breath Becomes Air,39.36 £,Two star(s)
Nonfiction,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45 £,Four star(s)
Nonfiction,Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89 £,Five star(s)
Nonfiction,Rising Strong,21.82 £,Three star(s)
Nonfiction,Man's Search for Meaning,29.48 £,Three star(s)
Nonfiction,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06 £,Two star(s)
Nonfiction,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55 £,Three star(s)
Nonfiction,I Will Find You,44.21 £,One star(s)
Nonfiction,Brazen: The Courage to Find the You That's Been Hiding,19.22 £,Two star(s)
Nonfiction,Between the World and Me,56.91 £,Four star(s)
Nonfiction,Being Mortal: Medicine and What Matters in the End,55.06 £,Four star(s)
Nonfiction,"A Murder Over a Girl: Justice, Gender, Junior High",13.20 £,Three star(s)
Nonfiction,For the Love: Fighting for Grace in a World of Impossible Standards,45.13 £,Three star(s)
Nonfiction,Finding God in the Ruins: How God Redeems Pain,46.64 £,Two star(s)
Nonfiction,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45 £,Four star(s)
Nonfiction,In Cold Blood,49.98 £,Four star(s)
Nonfiction,"Girl, Interrupted",42.14 £,Three star(s)
Nonfiction,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67 £,Two star(s)
Nonfiction,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15 £,Four star(s)
Nonfiction,My Mother Was Nuts,31.63 £,Four star(s)
Nonfiction,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35 £,Three star(s)
Nonfiction,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71 £,Three star(s)
Nonfiction,The Gunning of America: Business and the Making of American Gun Culture,16.81 £,Four star(s)
Nonfiction,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23 £,Two star(s)
Nonfiction,God Is Not Great: How Religion Poisons Everything,27.80 £,One star(s)
Nonfiction,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95 £,Three star(s)
Nonfiction,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66 £,Three star(s)
Nonfiction,"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09 £,One star(s)
Nonfiction,Under the Banner of Heaven: A Story of Violent Faith,30.00 £,One star(s)
Nonfiction,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51 £,One star(s)
Nonfiction,The Name of God is Mercy,37.25 £,Two star(s)
Nonfiction,Stiff: The Curious Lives of Human Cadavers,36.74 £,Three star(s)
Nonfiction,Spilled Milk: Based on a True Story,49.51 £,One star(s)
Nonfiction,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67 £,Four star(s)
Nonfiction,Outliers: The Story of Success,14.16 £,One star(s)
Nonfiction,Notes from a Small Island (Notes From a Small Island #1),40.17 £,One star(s)
Nonfiction,Night (The Night Trilogy #1),13.51 £,One star(s)
Nonfiction,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83 £,One star(s)
Nonfiction,Letter to a Christian Nation,22.20 £,One star(s)
Nonfiction,Let's Pretend This Never Happened: A Mostly True Memoir,45.11 £,One star(s)
Nonfiction,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38 £,One star(s)
Nonfiction,Into the Wild,56.70 £,Five star(s)
Nonfiction,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85 £,Three star(s)
Nonfiction,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88 £,Two star(s)
Nonfiction,Gratitude,26.66 £,Five star(s)
Nonfiction,Disrupted: My Misadventure in the Start-Up Bubble,15.28 £,Five star(s)
Nonfiction,Brave Enough,51.32 £,Five star(s)
Nonfiction,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35 £,Two star(s)
Nonfiction,Blink: The Power of Thinking Without Thinking,21.74 £,Five star(s)
Nonfiction,Black Flags: The Rise of ISIS,40.87 £,One star(s)
Nonfiction,Are We Smart Enough to Know How Smart Animals Are?,56.58 £,One star(s)
Nonfiction,A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48 £,Four star(s)
Nonfiction,"The Suffragettes (Little Black Classics, #96)",11.89 £,Two star(s)
Nonfiction,Kindle Paperwhite User's Guide,34.00 £,Three star(s)
Nonfiction,H is for Hawk,57.42 £,Five star(s)
Nonfiction,Travels with Charley: In Search of America,57.82 £,Five star(s)
Nonfiction,The Tumor,41.56 £,Five star(s)
Nonfiction,The End of the Jesus Era (An Investigation #1),14.40 £,One star(s)
Nonfiction,"Eat, Pray, Love",51.32 £,Three star(s)
Music,Rip it Up and Start Again,35.02 £,Five star(s)
Music,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25 £,Three star(s)
Music,How Music Works,37.32 £,Two star(s)
Music,Love Is a Mix Tape (Music #1),18.03 £,One star(s)
Music,Please Kill Me: The Uncensored Oral History of Punk,31.19 £,Four star(s)
Music,Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05 £,Five star(s)
Music,"Chronicles, Vol. 1",52.60 £,Two star(s)
Music,This Is Your Brain on Music: The Science of a Human Obsession,38.40 £,One star(s)
Music,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36 £,Three star(s)
Music,No One Here Gets Out Alive,20.02 £,Five star(s)
Music,Life,31.58 £,Five star(s)
Music,Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66 £,Two star(s)
Music,Forever Rockers (The Rocker #12),28.80 £,Three star(s)
Default,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93 £,Three star(s)
Default,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.60 £,Four star(s)
Default,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99 £,Two star(s)
Default,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.50 £,Three star(s)
Default,Aladdin and His Wonderful Lamp,53.13 £,Three star(s)
Default,Penny Maybe,33.29 £,Three star(s)
Default,Maude (1883-1993):She Grew Up with the country,18.02 £,Two star(s)
Default,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",20.59 £,Five star(s)
Default,Soul Reader,39.58 £,Two star(s)
Default,Bossypants,49.46 £,Two star(s)
Default,A World of Flavor: Your Gluten Free Passport,42.95 £,One star(s)
Default,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.76 £,Five star(s)
Default,Tracing Numbers on a Train,41.60 £,Three star(s)
Default,Thirteen Reasons Why,52.72 £,One star(s)
Default,The Secret (The Secret #1),27.37 £,Four star(s)
Default,The Psychopath Test: A Journey Through the Madness Industry,36.00 £,Two star(s)
Default,The Kite Runner,41.82 £,Four star(s)
Default,The Girl on the Train,55.02 £,Two star(s)
Default,The Emerald Mystery,23.15 £,Two star(s)
Default,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.00 £,Three star(s)
Default,The Art of War,33.34 £,Five star(s)
Default,Secrets and Lace (Fatal Hearts #1),20.27 £,One star(s)
Default,Romero and Juliet: A Tragic Tale of Love and Zombies,36.94 £,One star(s)
Default,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06 £,One star(s)
Default,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),10.76 £,One star(s)
Default,Large Print Heart of the Pride,19.15 £,Two star(s)
Default,Grumbles,22.16 £,Two star(s)
Default,First Steps for New Christians (Print Edition),29.00 £,One star(s)
Default,Eureka Trivia 6.0,54.59 £,Four star(s)
Default,Drive: The Surprising Truth About What Motivates Us,34.95 £,Four star(s)
Default,Done Rubbed Out (Reightman & Bailey #1),37.72 £,Five star(s)
Default,Beauty Restored (Riley Family Legacy Novellas #3),11.11 £,Two star(s)
Default,Ayumi's Violin,15.48 £,Two star(s)
Default,Anonymous,46.82 £,Four star(s)
Default,Amy Meets the Saints and Sages,18.46 £,Three star(s)
Default,Amatus,50.54 £,Five star(s)
Default,V for Vendetta (V for Vendetta Complete),37.10 £,Four star(s)
Default,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95 £,Two star(s)
Default,The Wright Brothers,56.80 £,Four star(s)
Default,The Songs of the Gods,44.48 £,Five star(s)
Default,The Rosie Project (Don Tillman #1),54.04 £,One star(s)
Default,The Power of Habit: Why We Do What We Do in Life and Business,16.88 £,Three star(s)
Default,Steve Jobs,39.50 £,Five star(s)
Default,Luckiest Girl Alive,49.83 £,Three star(s)
Default,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91 £,Four star(s)
Default,Lady Midnight (The Dark Artifices #1),16.28 £,Five star(s)
Default,"Hush, Hush (Hush, Hush #1)",47.02 £,Three star(s)
Default,Greek Mythic History,10.23 £,Five star(s)
Default,Every Last Word,46.47 £,Three star(s)
Default,Daily Fantasy Sports,36.58 £,One star(s)
Default,Clockwork Angel (The Infernal Devices #1),44.14 £,One star(s)
Default,City of Fallen Angels (The Mortal Instruments #4),11.23 £,Four star(s)
Default,City of Bones (The Mortal Instruments #1),43.28 £,One star(s)
Default,City of Ashes (The Mortal Instruments #2),47.27 £,One star(s)
Default,"Carry On, Warrior: Thoughts on Life Unarmed",31.85 £,Three star(s)
Default,Carrie,46.23 £,Two star(s)
Default,Angels & Demons (Robert Langdon #1),51.48 £,Three star(s)
Default,"The Three Searches, Meaning, and the Story",13.33 £,Three star(s)
Default,Raspberry Pi Electronics Projects for the Evil Genius,49.67 £,Four star(s)
Default,How to Speak Golf: An Illustrated Guide to Links Lingo,58.32 £,Five star(s)
Default,Eleanor & Park,56.51 £,Five star(s)
Default,Troublemaker: Surviving Hollywood and Scientology,48.39 £,Two star(s)
Default,Adultery,20.88 £,Five star(s)
Default,Unlimited Intuition Now,58.87 £,Four star(s)
Default,Underlying Notes,11.82 £,Two star(s)
Default,The New Brand You: Your New Image Makes the Sale for You,44.05 £,Five star(s)
Default,The Flowers Lied,16.68 £,Two star(s)
Default,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41 £,Four star(s)
Default,Modern Day Fables,47.44 £,Two star(s)
Default,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62 £,Five star(s)
Default,The Martian (The Martian #1),41.39 £,Two star(s)
Default,Left Behind (Left Behind #1),40.72 £,Two star(s)
Default,John Vassos: Industrial Design for Modern Life,20.22 £,Four star(s)
Default,I'll Give You the Sun,56.48 £,One star(s)
Default,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86 £,Two star(s)
Default,Ender's Game (The Ender Quintet #1),43.64 £,One star(s)
Default,Death by Leisure: A Cautionary Tale,37.51 £,Four star(s)
Default,Wildlife of New York: A Five-Borough Coloring Book,22.14 £,Two star(s)
Default,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72 £,One star(s)
Default,The Great Gatsby,36.05 £,Four star(s)
Default,The Good Girl,49.03 £,Three star(s)
Default,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17 £,Four star(s)
Default,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.90 £,Two star(s)
Default,Life of Pi,13.22 £,Four star(s)
Default,The Sound Of Love,57.84 £,Five star(s)
Default,The Perks of Being a Wallflower,55.02 £,Three star(s)
Default,The Makings of a Fatherless Child,31.58 £,Two star(s)
Default,The Hobbit (Middle-Earth Universe),17.80 £,Five star(s)
Default,The Fellowship of the Ring (The Lord of the Rings #1),10.27 £,Two star(s)
Default,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.60 £,Three star(s)
Default,Musicophilia: Tales of Music and the Brain,46.58 £,One star(s)
Default,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68 £,Four star(s)
Default,The Fault in Our Stars,47.22 £,One star(s)
Default,The Dream Thieves (The Raven Cycle #2),34.50 £,One star(s)
Default,The 5th Wave (The 5th Wave #1),11.83 £,Two star(s)
Default,Shiver (The Wolves of Mercy Falls #1),16.23 £,Five star(s)
Default,Remember Me?,11.48 £,Three star(s)
Default,If I Stay (If I Stay #1),38.13 £,Five star(s)
Default,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55 £,Two star(s)
Default,Harry Potter and the Deathly Hallows (Harry Potter #7),23.32 £,One star(s)
Default,Fool Me Once,16.96 £,One star(s)
Default,Drama,38.70 £,Two star(s)
Default,"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13 £,Five star(s)
Default,Alight (The Generations Trilogy #2),58.59 £,Four star(s)
Default,Vogue Colors A to Z: A Fashion Coloring Book,52.35 £,Four star(s)
Default,The Shining (The Shining #1),27.88 £,Three star(s)
Default,The Hunger Games (The Hunger Games #1),29.85 £,Five star(s)
Default,Outlander (Outlander #1),19.67 £,Five star(s)
Default,Mockingjay (The Hunger Games #3),20.44 £,Four star(s)
Default,Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.90 £,Three star(s)
Default,Confessions of a Shopaholic (Shopaholic #1),48.94 £,Two star(s)
Default,Zero History (Blue Ant #3),34.77 £,One star(s)
Default,World War Z: An Oral History of the Zombie War,21.80 £,One star(s)
Default,Wild: From Lost to Found on the Pacific Crest Trail,46.02 £,Three star(s)
Default,"Where'd You Go, Bernadette",18.13 £,One star(s)
Default,Twilight (Twilight #1),41.93 £,Two star(s)
Default,The Paris Wife,36.80 £,Three star(s)
Default,The Maze Runner (The Maze Runner #1),20.93 £,One star(s)
Default,The Lover's Dictionary,58.09 £,Two star(s)
Default,The Goldfinch,43.58 £,Three star(s)
Default,The Giver (The Giver Quartet #1),12.30 £,One star(s)
Default,The Girl Who Played with Fire (Millennium Trilogy #2),22.14 £,Two star(s)
Default,The Demon-Haunted World: Science as a Candle in the Dark,52.25 £,Four star(s)
Default,The Book Thief,53.49 £,Two star(s)
Default,The Autobiography of Malcolm X,23.43 £,Two star(s)
Default,Shopaholic & Baby (Shopaholic #5),46.45 £,Two star(s)
Default,Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55 £,One star(s)
Default,Packing for Mars: The Curious Science of Life in the Void,56.68 £,Two star(s)
Default,Orange Is the New Black,24.61 £,Two star(s)
Default,One for the Money (Stephanie Plum #1),32.87 £,Two star(s)
Default,Morning Star (Red Rising #3),29.40 £,One star(s)
Default,Life After Life,26.13 £,Two star(s)
Default,"Lean In: Women, Work, and the Will to Lead",25.02 £,One star(s)
Default,Is Everyone Hanging Out Without Me? (And Other Concerns),20.11 £,Three star(s)
Default,Gone Girl,37.60 £,Five star(s)
Default,Fellside,38.62 £,One star(s)
Default,Eclipse (Twilight #3),18.74 £,One star(s)
Default,Dracula,52.62 £,Three star(s)
Default,Dead Wake: The Last Crossing of the Lusitania,39.24 £,Five star(s)
Default,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81 £,One star(s)
Default,Dark Places,23.90 £,Five star(s)
Default,Breaking Dawn (Twilight #4),35.28 £,Five star(s)
Default,Beautiful Creatures (Caster Chronicles #1),21.55 £,Five star(s)
Default,A Visit from the Goon Squad,14.08 £,Five star(s)
Default,The Zombie Room,19.69 £,Five star(s)
Default,The Name of the Wind (The Kingkiller Chronicle #1),50.59 £,Three star(s)
Default,Taking Shots (Assassins #1),18.88 £,Two star(s)
Default,Shatter Me (Shatter Me #1),42.40 £,One star(s)
Default,Paradise Lost (Paradise #1),24.96 £,One star(s)
Default,On the Road (Duluoz Legend),32.36 £,Three star(s)
Default,Jane Eyre,38.43 £,Five star(s)
Default,Frankenstein,38.00 £,Two star(s)
Science Fiction,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59 £,One star(s)
Science Fiction,Join,35.67 £,Five star(s)
Science Fiction,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.30 £,Four star(s)
Science Fiction,The Project,10.65 £,One star(s)
Science Fiction,Soft Apocalypse,26.12 £,Two star(s)
Science Fiction,Sleeping Giants (Themis Files #1),48.74 £,One star(s)
Science Fiction,Arena,21.36 £,Four star(s)
Science Fiction,Foundation (Foundation (Publication Order) #1),32.42 £,One star(s)
Science Fiction,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92 £,One star(s)
Science Fiction,Ready Player One,19.07 £,Four star(s)
Science Fiction,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26 £,Two star(s)
Science Fiction,Dune (Dune #1),54.86 £,One star(s)
Science Fiction,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48 £,One star(s)
Science Fiction,Three Wishes (River of Time: California #1),44.18 £,Two star(s)
Science Fiction,The Last Girl (The Dominion Trilogy #1),36.26 £,Two star(s)
Science Fiction,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96 £,Four star(s)
Sports and Games,The Book of Basketball: The NBA According to The Sports Guy,44.84 £,Five star(s)
Sports and Games,"Friday Night Lights: A Town, a Team, and a Dream",51.22 £,Three star(s)
Sports and Games,Sugar Rush (Offensive Line #2),24.42 £,One star(s)
Sports and Games,Settling the Score (The Summer Games #1),44.91 £,Two star(s)
Sports and Games,Icing (Aces Hockey #2),40.44 £,Four star(s)
Add a comment,The Torch Is Passed: A Harding Family Story,19.09 £,One star(s)
Add a comment,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89 £,Four star(s)
Add a comment,The Art Forger,40.76 £,Three star(s)
Add a comment,On a Midnight Clear,14.07 £,Three star(s)
Add a comment,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.90 £,Two star(s)
Add a comment,"Shobu Samurai, Project Aryoku (#3)",29.06 £,Three star(s)
Add a comment,Modern Romance,28.26 £,Five star(s)
Add a comment,The White Queen (The Cousins' War #1),25.91 £,Five star(s)
Add a comment,The Song of Achilles,37.40 £,Five star(s)
Add a comment,The Immortal Life of Henrietta Lacks,40.67 £,Two star(s)
Add a comment,The Dovekeepers,48.78 £,One star(s)
Add a comment,More Than Music (Chasing the Dream #1),37.61 £,Two star(s)
Add a comment,Code Name Verity (Code Name Verity #1),22.13 £,Four star(s)
Add a comment,Cell,20.29 £,Four star(s)
Add a comment,Angels Walking (Angels Walking #1),34.20 £,Two star(s)
Add a comment,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48 £,Two star(s)
Add a comment,A People's History of the United States,40.79 £,Two star(s)
Add a comment,A Brush of Wings (Angels Walking #3),55.51 £,One star(s)
Add a comment,Rook,37.86 £,Four star(s)
Add a comment,The Midnight Watch: A Novel of the Titanic and the Californian,26.20 £,One star(s)
Add a comment,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15 £,Four star(s)
Add a comment,The Children,11.88 £,Three star(s)
Add a comment,One with You (Crossfire #5),15.71 £,Four star(s)
Add a comment,Without Shame,48.27 £,Five star(s)
Add a comment,Watchmen,58.05 £,Four star(s)
Add a comment,A Hero's Curse (The Unseen Chronicles #1),50.49 £,Three star(s)
Add a comment,23 Degrees South: A Tropical Tale of Changing Whether...,35.79 £,Two star(s)
Add a comment,The Glass Castle,16.24 £,One star(s)
Add a comment,The Drowning Girls,35.67 £,Three star(s)
Add a comment,Team of Rivals: The Political Genius of Abraham Lincoln,20.12 £,Five star(s)
Add a comment,John Adams,57.43 £,Four star(s)
Add a comment,Good in Bed (Cannie Shapiro #1),37.05 £,Five star(s)
Add a comment,The Joy of Cooking,43.27 £,Four star(s)
Add a comment,The Golden Compass (His Dark Materials #1),18.77 £,One star(s)
Add a comment,The God Delusion,46.85 £,Three star(s)
Add a comment,Pride and Prejudice,19.27 £,Four star(s)
Add a comment,Mere Christianity,48.51 £,Three star(s)
Add a comment,Fun Home: A Family Tragicomic,56.59 £,Four star(s)
Add a comment,The Raven King (The Raven Cycle #4),30.57 £,Two star(s)
Add a comment,Find Her (Detective D.D. Warren #8),22.37 £,One star(s)
Add a comment,Evicted: Poverty and Profit in the American City,42.27 £,One star(s)
Add a comment,A Game of Thrones (A Song of Ice and Fire #1),46.42 £,Two star(s)
Add a comment,A Clash of Kings (A Song of Ice and Fire #2),10.79 £,Three star(s)
Add a comment,The Tipping Point: How Little Things Can Make a Big Difference,10.02 £,Two star(s)
Add a comment,The Rest Is Noise: Listening to the Twentieth Century,34.77 £,One star(s)
Add a comment,The Purpose Driven Life: What on Earth Am I Here for?,37.19 £,Three star(s)
Add a comment,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.80 £,Three star(s)
Add a comment,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48 £,One star(s)
Add a comment,"The End of Faith: Religion, Terror, and the Future of Reason",22.13 £,Four star(s)
Add a comment,The Complete Poems,41.32 £,Five star(s)
Add a comment,The Catcher in the Rye,24.55 £,One star(s)
Add a comment,The Case for Christ (Cases for Christianity),47.84 £,One star(s)
Add a comment,The Blind Side: Evolution of a Game,53.71 £,Five star(s)
Add a comment,Seven Days in the Art World,52.33 £,Two star(s)
Add a comment,Sarah's Key,46.29 £,One star(s)
Add a comment,Rogue Lawyer (Rogue Lawyer #1),50.11 £,Three star(s)
Add a comment,Manuscript Found in Accra,34.98 £,Two star(s)
Add a comment,Fire Bound (Sea Haven/Sisters of the Heart #5),21.28 £,Four star(s)
Add a comment,Cosmos,36.17 £,Two star(s)
Add a comment,#GIRLBOSS,50.96 £,One star(s)
Add a comment,The Sense of an Ending,31.38 £,Three star(s)
Add a comment,The Republic,33.78 £,Three star(s)
Add a comment,The Odyssey,29.64 £,Three star(s)
Add a comment,The Light of the Fireflies,54.43 £,One star(s)
Add a comment,The Iliad,16.16 £,One star(s)
Add a comment,The Communist Manifesto,14.76 £,Three star(s)
Add a comment,Lord of the Flies,24.89 £,Three star(s)
Fantasy,Unicorn Tracks,18.78 £,Three star(s)
Fantasy,"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02 £,Three star(s)
Fantasy,Princess Between Worlds (Wide-Awake Princess #5),13.34 £,Five star(s)
Fantasy,Masks and Shadows,56.40 £,Two star(s)
Fantasy,Crown of Midnight (Throne of Glass #2),43.29 £,Three star(s)
Fantasy,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09 £,Two star(s)
Fantasy,A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37 £,One star(s)
Fantasy,Throne of Glass (Throne of Glass #1),35.07 £,Three star(s)
Fantasy,The Glittering Court (The Glittering Court #1),44.28 £,One star(s)
Fantasy,Hollow City (Miss Peregrine’s Peculiar Children #2),42.98 £,One star(s)
Fantasy,The Star-Touched Queen,46.02 £,Five star(s)
Fantasy,The Hidden Oracle (The Trials of Apollo #1),52.26 £,Two star(s)
Fantasy,The Bane Chronicles (The Bane Chronicles #1-11),44.73 £,Four star(s)
Fantasy,Island of Dragons (Unwanteds #7),29.65 £,One star(s)
Fantasy,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51 £,Five star(s)
Fantasy,City of Glass (The Mortal Instruments #3),56.02 £,Four star(s)
Fantasy,Searching for Meaning in Gailana,38.73 £,One star(s)
Fantasy,The Star-Touched Queen,32.30 £,Five star(s)
Fantasy,A Shard of Ice (The Black Symphony Saga #1),56.63 £,Three star(s)
Fantasy,King's Folly (The Kinsman Chronicles #1),39.61 £,Five star(s)
Fantasy,Every Heart a Doorway (Every Heart A Doorway #1),12.16 £,Five star(s)
Fantasy,A Gathering of Shadows (Shades of Magic #2),44.81 £,Four star(s)
Fantasy,The Raven Boys (The Raven Cycle #1),57.74 £,Four star(s)
Fantasy,The False Prince (The Ascendance Trilogy #1),56.00 £,Five star(s)
Fantasy,Tell the Wind and Fire,45.51 £,Three star(s)
Fantasy,A Feast for Crows (A Song of Ice and Fire #4),17.21 £,Four star(s)
Fantasy,The Demonists (Demonist #1),52.11 £,Two star(s)
Fantasy,The Beast (Black Dagger Brotherhood #14),46.08 £,Five star(s)
Fantasy,Paper and Fire (The Great Library #2),49.45 £,Five star(s)
Fantasy,Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63 £,Four star(s)
Fantasy,Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75 £,Five star(s)
Fantasy,Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74 £,One star(s)
Fantasy,The Rose & the Dagger (The Wrath and the Dawn #2),58.64 £,Four star(s)
Fantasy,Soldier (Talon #3),24.72 £,Two star(s)
Fantasy,Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46 £,Two star(s)
Fantasy,Heir to the Sky,44.07 £,Four star(s)
Fantasy,Eragon (The Inheritance Cycle #1),43.87 £,Three star(s)
Fantasy,Darkfever (Fever #1),56.02 £,One star(s)
Fantasy,Ash,22.06 £,Four star(s)
Fantasy,A Storm of Swords (A Song of Ice and Fire #3),31.22 £,Two star(s)
Fantasy,Vampire Girl (Vampire Girl #1),53.82 £,Two star(s)
Fantasy,The Silent Twin (Detective Jennifer Knight #3),36.25 £,Three star(s)
Fantasy,The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38 £,One star(s)
Fantasy,Sister Sable (The Mad Queen #1),13.33 £,Three star(s)
Fantasy,Shadow Rites (Jane Yellowrock #10),21.72 £,Four star(s)
Fantasy,Origins (Alphas 0.5),28.99 £,One star(s)
Fantasy,One Second (Seven #7),52.94 £,Two star(s)
Fantasy,Myriad (Prentor #1),58.75 £,Four star(s)
New Adult,Without Borders (Wanderlove #1),45.07 £,Two star(s)
New Adult,The Mistake (Off-Campus #2),43.29 £,Three star(s)
New Adult,The Matchmaker's Playbook (Wingmen Inc. #1),55.85 £,One star(s)
New Adult,The Hook Up (Game On #1),36.29 £,Five star(s)
New Adult,Shameless,58.35 £,Three star(s)
New Adult,Off Sides (Off #1),39.45 £,Five star(s)
Young Adult,The Requiem Red,22.65 £,One star(s)
Young Adult,Set Me Free,17.46 £,Five star(s)
Young Adult,The Natural History of Us (The Fine Art of Pretending #2),45.22 £,Three star(s)
Young Adult,Obsidian (Lux #1),14.86 £,Two star(s)
Young Adult,Burning,28.81 £,Three star(s)
Young Adult,A Fierce and Subtle Poison,28.13 £,Four star(s)
Young Adult,Scarlett Epstein Hates It Here,43.55 £,Five star(s)
Young Adult,"Nightingale, Sing",38.28 £,One star(s)
Young Adult,Library of Souls (Miss Peregrine’s Peculiar Children #3),48.56 £,Five star(s)
Young Adult,Frostbite (Vampire Academy #2),29.99 £,Five star(s)
Young Adult,Wild Swans,14.36 £,Two star(s)
Young Adult,Until Friday Night (The Field Party #1),46.31 £,Two star(s)
Young Adult,This Is Where It Ends,27.12 £,Two star(s)
Young Adult,The Darkest Lie,35.35 £,Five star(s)
